
Host: G5

Timers On : Sun Mar 12 00:00:01 2023
Timers Off: Sun Mar 12 00:00:06 2023

Wall Time:        4.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
| | JK: JK                          :      0.000u      0.000s      0.862w     13 calls
| | | JK: J                         :      0.000u      0.000s      0.064w     13 calls
| | | | JK: J1                      :      0.000u      0.000s      0.032w     13 calls
| | | | JK: J2                      :      0.000u      0.000s      0.031w     13 calls
| | | JK: K                         :      0.000u      0.000s      0.786w     13 calls
| | | | JK: K1                      :      0.000u      0.000s      0.740w     13 calls
| | | | JK: K2                      :      0.000u      0.000s      0.046w     13 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w     13 calls
| HF: Form F                        :      0.000u      0.000s      0.001w     13 calls
| HF: Form D                        :      0.000u      0.000s      0.000w     13 calls
| HF: DIIS                          :      0.000u      0.000s      0.061w     12 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.007w     12 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.021w     12 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.011w     12 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.001w     12 calls
| | | New vector                    :      0.000u      0.000s      0.009w     12 calls
| HF: Form C                        :      0.000u      0.000s      0.079w     12 calls
SAPT0: DF Integrals                 :      0.000u      0.000s      2.068w      1 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.051w      4 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.004w      1 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.000w      1 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.002w      1 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.001w      1 calls
SAPT0: Ind20                        :      0.000u      0.000s      1.138w      1 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.017w      1 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      0.257w      1 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      0.527w      1 calls

**************************************************************************************

Host: G5

Timers On : Mon Jul 31 07:37:31 2023
Timers Off: Mon Jul 31 07:37:33 2023

Wall Time:        2.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Mon Jul 31 07:38:06 2023
Timers Off: Mon Jul 31 07:41:02 2023

Wall Time:      175.68 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT: Dimer SCF                     :      0.000u      0.000s     32.555w     16 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      3.153w    176 calls
JK: (A|mn)                          :      0.000u      0.000s      2.127w     16 calls
JK: (A|Q)^-1/2                      :      0.000u      0.000s      0.446w     16 calls
JK: (Q|mn)                          :      0.000u      0.000s      1.640w     16 calls
HF: Form core H                     :      0.000u      0.000s      1.817w     48 calls
HF: Form S/X                        :      0.000u      0.000s      0.283w     48 calls
HF: Guess                           :      0.000u      0.000s      3.332w     48 calls
SAD Guess                           :      0.000u      0.000s      3.261w     48 calls
HF: Form G                          :      0.000u      0.000s     41.185w    644 calls
JK: D                               :      0.000u      0.000s      0.024w    644 calls
JK: USO2AO                          :      0.000u      0.000s      0.018w    644 calls
JK: JK                              :      0.000u      0.000s     41.029w    644 calls
JK: J                               :      0.000u      0.000s      3.005w    644 calls
JK: J1                              :      0.000u      0.000s      1.482w    644 calls
JK: J2                              :      0.000u      0.000s      1.462w    644 calls
JK: K                               :      0.000u      0.000s     37.262w    644 calls
JK: K1                              :      0.000u      0.000s     34.125w    644 calls
JK: K2                              :      0.000u      0.000s      3.124w    644 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    644 calls
HF: Form F                          :      0.000u      0.000s      0.041w    644 calls
HF: Form D                          :      0.000u      0.000s      0.022w    644 calls
HF: DIIS                            :      0.000u      0.000s      4.144w    596 calls
DIISManager::add_entry              :      0.000u      0.000s      1.470w    596 calls
DIISManager::extrapolate            :      0.000u      0.000s      1.004w    596 calls
bMatrix setup                       :      0.000u      0.000s      0.550w    596 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.027w    596 calls
New vector                          :      0.000u      0.000s      0.424w    596 calls
HF: Form C                          :      0.000u      0.000s      3.429w    596 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s     25.265w     16 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s     25.208w     16 calls
SAPT0: DF Integrals                 :      0.000u      0.000s     25.944w     16 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.084w     16 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.001w     16 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.038w     16 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.017w     16 calls
SAPT0: Ind20                        :      0.000u      0.000s     16.873w     16 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.275w     16 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      4.030w     16 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      8.138w     16 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s     32.555w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.804w     32 calls
| JK: (A|mn)                        :      0.000u      0.000s      2.127w     16 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s      0.446w     16 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.001w     16 calls
| JK: (Q|mn)                        :      0.000u      0.000s      1.640w     16 calls
| HF: Form core H                   :      0.000u      0.000s      0.365w     16 calls
| HF: Form S/X                      :      0.000u      0.000s      0.088w     16 calls
| HF: Guess                         :      0.000u      0.000s      1.117w     16 calls
| | SAD Guess                       :      0.000u      0.000s      1.095w     16 calls
| HF: Form G                        :      0.000u      0.000s     15.628w    228 calls
| | JK: D                           :      0.000u      0.000s      0.009w    228 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.006w    228 calls
| | JK: JK                          :      0.000u      0.000s     15.568w    228 calls
| | | JK: J                         :      0.000u      0.000s      1.059w    228 calls
| | | | JK: J1                      :      0.000u      0.000s      0.525w    228 calls
| | | | JK: J2                      :      0.000u      0.000s      0.511w    228 calls
| | | JK: K                         :      0.000u      0.000s     14.142w    228 calls
| | | | JK: K1                      :      0.000u      0.000s     12.515w    228 calls
| | | | JK: K2                      :      0.000u      0.000s      1.622w    228 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    228 calls
| HF: Form F                        :      0.000u      0.000s      0.014w    228 calls
| HF: Form D                        :      0.000u      0.000s      0.009w    228 calls
| HF: DIIS                          :      0.000u      0.000s      1.374w    212 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.423w    212 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.365w    212 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.202w    212 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.010w    212 calls
| | | New vector                    :      0.000u      0.000s      0.152w    212 calls
| HF: Form C                        :      0.000u      0.000s      1.200w    212 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s     25.265w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.770w     32 calls
| HF: Form core H                   :      0.000u      0.000s      0.760w     16 calls
| HF: Form S/X                      :      0.000u      0.000s      0.095w     16 calls
| HF: Guess                         :      0.000u      0.000s      1.106w     16 calls
| | SAD Guess                       :      0.000u      0.000s      1.083w     16 calls
| HF: Form G                        :      0.000u      0.000s     12.833w    208 calls
| | JK: D                           :      0.000u      0.000s      0.007w    208 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.006w    208 calls
| | JK: JK                          :      0.000u      0.000s     12.785w    208 calls
| | | JK: J                         :      0.000u      0.000s      0.970w    208 calls
| | | | JK: J1                      :      0.000u      0.000s      0.477w    208 calls
| | | | JK: J2                      :      0.000u      0.000s      0.474w    208 calls
| | | JK: K                         :      0.000u      0.000s     11.615w    208 calls
| | | | JK: K1                      :      0.000u      0.000s     10.856w    208 calls
| | | | JK: K2                      :      0.000u      0.000s      0.754w    208 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    208 calls
| HF: Form F                        :      0.000u      0.000s      0.014w    208 calls
| HF: Form D                        :      0.000u      0.000s      0.007w    208 calls
| HF: DIIS                          :      0.000u      0.000s      1.370w    192 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.506w    192 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.320w    192 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.173w    192 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.009w    192 calls
| | | New vector                    :      0.000u      0.000s      0.137w    192 calls
| HF: Form C                        :      0.000u      0.000s      1.113w    192 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s     25.208w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.775w     32 calls
| HF: Form core H                   :      0.000u      0.000s      0.692w     16 calls
| HF: Form S/X                      :      0.000u      0.000s      0.101w     16 calls
| HF: Guess                         :      0.000u      0.000s      1.108w     16 calls
| | SAD Guess                       :      0.000u      0.000s      1.083w     16 calls
| HF: Form G                        :      0.000u      0.000s     12.725w    208 calls
| | JK: D                           :      0.000u      0.000s      0.007w    208 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.006w    208 calls
| | JK: JK                          :      0.000u      0.000s     12.676w    208 calls
| | | JK: J                         :      0.000u      0.000s      0.976w    208 calls
| | | | JK: J1                      :      0.000u      0.000s      0.480w    208 calls
| | | | JK: J2                      :      0.000u      0.000s      0.477w    208 calls
| | | JK: K                         :      0.000u      0.000s     11.505w    208 calls
| | | | JK: K1                      :      0.000u      0.000s     10.753w    208 calls
| | | | JK: K2                      :      0.000u      0.000s      0.748w    208 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    208 calls
| HF: Form F                        :      0.000u      0.000s      0.013w    208 calls
| HF: Form D                        :      0.000u      0.000s      0.007w    208 calls
| HF: DIIS                          :      0.000u      0.000s      1.401w    192 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.541w    192 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.320w    192 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.175w    192 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.009w    192 calls
| | | New vector                    :      0.000u      0.000s      0.136w    192 calls
| HF: Form C                        :      0.000u      0.000s      1.116w    192 calls
SAPT0: DF Integrals                 :      0.000u      0.000s     25.944w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.802w     64 calls
SAPT0: W Integrals                  :      0.000u      0.000s      0.084w     16 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.001w     16 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.038w     16 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.017w     16 calls
SAPT0: Ind20                        :      0.000u      0.000s     16.873w     16 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      0.275w     16 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s      4.030w     16 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s      8.138w     16 calls

**************************************************************************************

Host: G5

Timers On : Mon Jul 31 07:44:36 2023
Timers Off: Mon Jul 31 07:44:38 2023

Wall Time:        2.02 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Mon Jul 31 07:44:54 2023
Timers Off: Mon Jul 31 20:07:31 2023

Wall Time:    44559.56 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT: Dimer SCF                     :      0.000u      0.000s   3793.988w     72 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s     76.769w    786 calls
JK: (A|mn)                          :      0.000u      0.000s    106.842w     72 calls
JK: (A|Q)^-1/2                      :      0.000u      0.000s     37.723w     72 calls
JK: (Q|mn)                          :      0.000u      0.000s    126.607w     72 calls
HF: Form core H                     :      0.000u      0.000s     67.381w    215 calls
HF: Form S/X                        :      0.000u      0.000s      2.964w    215 calls
HF: Guess                           :      0.000u      0.000s     18.675w    215 calls
SAD Guess                           :      0.000u      0.000s     18.371w    215 calls
HF: Form G                          :      0.000u      0.000s   6234.207w   2865 calls
JK: D                               :      0.000u      0.000s      0.379w   2866 calls
JK: USO2AO                          :      0.000u      0.000s      0.131w   2866 calls
JK: JK                              :      0.000u      0.000s   6234.661w   2866 calls
JK: J                               :      0.000u      0.000s     78.421w   2866 calls
JK: J1                              :      0.000u      0.000s     38.800w   2866 calls
JK: J2                              :      0.000u      0.000s     38.869w   2866 calls
JK: K                               :      0.000u      0.000s   6104.030w   2866 calls
JK: K1                              :      0.000u      0.000s   5747.671w   2866 calls
JK: K2                              :      0.000u      0.000s    356.262w   2866 calls
JK: AO2USO                          :      0.000u      0.000s      0.002w   2866 calls
HF: Form F                          :      0.000u      0.000s      0.356w   2865 calls
HF: Form D                          :      0.000u      0.000s      0.363w   2865 calls
HF: DIIS                            :      0.000u      0.000s     27.042w   2650 calls
DIISManager::add_entry              :      0.000u      0.000s      6.689w   2650 calls
DIISManager::extrapolate            :      0.000u      0.000s      7.648w   2650 calls
bMatrix setup                       :      0.000u      0.000s      4.209w   2650 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.113w   2650 calls
New vector                          :      0.000u      0.000s      3.313w   2650 calls
HF: Form C                          :      0.000u      0.000s     31.433w   2650 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s   2032.400w     71 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s   1200.092w     71 calls
SAPT0: DF Integrals                 :      0.000u      0.000s   1350.931w     71 calls
SAPT0: W Integrals                  :      0.000u      0.000s      4.716w     71 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.002w     71 calls
SAPT0: Exch10                       :      0.000u      0.000s      1.656w     71 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      1.347w     71 calls
SAPT0: Ind20                        :      0.000u      0.000s    552.391w     71 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s     20.229w     71 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s    141.543w     71 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s  35353.548w     71 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s   3793.988w     72 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s     19.225w    144 calls
| JK: (A|mn)                        :      0.000u      0.000s    106.842w     72 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s     37.723w     72 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.016w     72 calls
| JK: (Q|mn)                        :      0.000u      0.000s    126.607w     72 calls
| HF: Form core H                   :      0.000u      0.000s     23.356w     72 calls
| HF: Form S/X                      :      0.000u      0.000s      1.024w     72 calls
| HF: Guess                         :      0.000u      0.000s      7.970w     72 calls
| | SAD Guess                       :      0.000u      0.000s      7.866w     72 calls
| HF: Form G                        :      0.000u      0.000s   3258.753w   1077 calls
| | JK: D                           :      0.000u      0.000s      0.177w   1077 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.049w   1077 calls
| | JK: JK                          :      0.000u      0.000s   3258.237w   1077 calls
| | | JK: J                         :      0.000u      0.000s     29.659w   1077 calls
| | | | JK: J1                      :      0.000u      0.000s     14.668w   1077 calls
| | | | JK: J2                      :      0.000u      0.000s     14.701w   1077 calls
| | | JK: K                         :      0.000u      0.000s   3202.320w   1077 calls
| | | | JK: K1                      :      0.000u      0.000s   3020.081w   1077 calls
| | | | JK: K2                      :      0.000u      0.000s    182.201w   1077 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.001w   1077 calls
| HF: Form F                        :      0.000u      0.000s      0.145w   1077 calls
| HF: Form D                        :      0.000u      0.000s      0.171w   1077 calls
| HF: DIIS                          :      0.000u      0.000s      9.365w   1005 calls
| | DIISManager::add_entry          :      0.000u      0.000s      1.446w   1005 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      3.098w   1005 calls
| | | bMatrix setup                 :      0.000u      0.000s      1.706w   1005 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.044w   1005 calls
| | | New vector                    :      0.000u      0.000s      1.343w   1005 calls
| HF: Form C                        :      0.000u      0.000s     11.855w   1005 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s   2032.400w     72 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s     19.442w    144 calls
| HF: Form core H                   :      0.000u      0.000s     22.370w     72 calls
| HF: Form S/X                      :      0.000u      0.000s      0.996w     72 calls
| HF: Guess                         :      0.000u      0.000s      7.285w     72 calls
| | SAD Guess                       :      0.000u      0.000s      7.182w     72 calls
| HF: Form G                        :      0.000u      0.000s   1905.394w   1079 calls
| | JK: D                           :      0.000u      0.000s      0.164w   1079 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.051w   1079 calls
| | JK: JK                          :      0.000u      0.000s   1906.587w   1079 calls
| | | JK: J                         :      0.000u      0.000s     29.557w   1079 calls
| | | | JK: J1                      :      0.000u      0.000s     14.645w   1079 calls
| | | | JK: J2                      :      0.000u      0.000s     14.630w   1079 calls
| | | JK: K                         :      0.000u      0.000s   1853.451w   1079 calls
| | | | JK: K1                      :      0.000u      0.000s   1692.221w   1079 calls
| | | | JK: K2                      :      0.000u      0.000s    161.193w   1079 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.001w   1079 calls
| HF: Form F                        :      0.000u      0.000s      0.131w   1078 calls
| HF: Form D                        :      0.000u      0.000s      0.156w   1078 calls
| HF: DIIS                          :      0.000u      0.000s     11.063w   1006 calls
| | DIISManager::add_entry          :      0.000u      0.000s      3.076w   1006 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      3.103w   1006 calls
| | | bMatrix setup                 :      0.000u      0.000s      1.714w   1006 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.044w   1006 calls
| | | New vector                    :      0.000u      0.000s      1.340w   1006 calls
| HF: Form C                        :      0.000u      0.000s     12.056w   1006 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s   1200.092w     71 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s     18.770w    142 calls
| HF: Form core H                   :      0.000u      0.000s     21.656w     71 calls
| HF: Form S/X                      :      0.000u      0.000s      0.944w     71 calls
| HF: Guess                         :      0.000u      0.000s      3.419w     71 calls
| | SAD Guess                       :      0.000u      0.000s      3.323w     71 calls
| HF: Form G                        :      0.000u      0.000s   1070.060w    710 calls
| | JK: D                           :      0.000u      0.000s      0.037w    710 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.032w    710 calls
| | JK: JK                          :      0.000u      0.000s   1069.836w    710 calls
| | | JK: J                         :      0.000u      0.000s     19.206w    710 calls
| | | | JK: J1                      :      0.000u      0.000s      9.486w    710 calls
| | | | JK: J2                      :      0.000u      0.000s      9.539w    710 calls
| | | JK: K                         :      0.000u      0.000s   1048.260w    710 calls
| | | | JK: K1                      :      0.000u      0.000s   1035.370w    710 calls
| | | | JK: K2                      :      0.000u      0.000s     12.868w    710 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    710 calls
| HF: Form F                        :      0.000u      0.000s      0.080w    710 calls
| HF: Form D                        :      0.000u      0.000s      0.036w    710 calls
| HF: DIIS                          :      0.000u      0.000s      6.614w    639 calls
| | DIISManager::add_entry          :      0.000u      0.000s      2.167w    639 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      1.446w    639 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.789w    639 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.024w    639 calls
| | | New vector                    :      0.000u      0.000s      0.629w    639 calls
| HF: Form C                        :      0.000u      0.000s      7.522w    639 calls
SAPT0: DF Integrals                 :      0.000u      0.000s   1350.931w     71 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s     19.316w    284 calls
SAPT0: W Integrals                  :      0.000u      0.000s      4.716w     71 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.002w     71 calls
SAPT0: Exch10                       :      0.000u      0.000s      1.656w     71 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      1.347w     71 calls
SAPT0: Ind20                        :      0.000u      0.000s    552.391w     71 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s     20.229w     71 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s    141.543w     71 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s  35353.548w     71 calls

**************************************************************************************

Host: G5

Timers On : Wed Aug  2 12:16:32 2023
Timers Off: Wed Aug  2 13:33:15 2023

Wall Time:     4602.87 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
SAPT: Dimer SCF                     :      0.000u      0.000s    710.443w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s     21.509w    220 calls
JK: (A|mn)                          :      0.000u      0.000s     31.368w     20 calls
JK: (A|Q)^-1/2                      :      0.000u      0.000s     10.398w     20 calls
JK: (Q|mn)                          :      0.000u      0.000s     37.233w     20 calls
HF: Form core H                     :      0.000u      0.000s     18.423w     60 calls
HF: Form S/X                        :      0.000u      0.000s      0.852w     60 calls
HF: Guess                           :      0.000u      0.000s      5.705w     60 calls
SAD Guess                           :      0.000u      0.000s      5.617w     60 calls
HF: Form G                          :      0.000u      0.000s   1397.252w    797 calls
JK: D                               :      0.000u      0.000s      0.106w    797 calls
JK: USO2AO                          :      0.000u      0.000s      0.039w    797 calls
JK: JK                              :      0.000u      0.000s   1396.899w    797 calls
JK: J                               :      0.000u      0.000s     23.780w    797 calls
JK: J1                              :      0.000u      0.000s     11.801w    797 calls
JK: J2                              :      0.000u      0.000s     11.760w    797 calls
JK: K                               :      0.000u      0.000s   1358.795w    797 calls
JK: K1                              :      0.000u      0.000s   1261.251w    797 calls
JK: K2                              :      0.000u      0.000s     97.519w    797 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    797 calls
HF: Form F                          :      0.000u      0.000s      0.098w    797 calls
HF: Form D                          :      0.000u      0.000s      0.100w    797 calls
HF: DIIS                            :      0.000u      0.000s      7.553w    737 calls
DIISManager::add_entry              :      0.000u      0.000s      1.827w    737 calls
DIISManager::extrapolate            :      0.000u      0.000s      2.155w    737 calls
bMatrix setup                       :      0.000u      0.000s      1.196w    737 calls
bMatrix pseudoinverse               :      0.000u      0.000s      0.031w    737 calls
New vector                          :      0.000u      0.000s      0.924w    737 calls
HF: Form C                          :      0.000u      0.000s      8.647w    737 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s    577.264w     20 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s    348.905w     20 calls
SAPT0: DF Integrals                 :      0.000u      0.000s    400.769w     20 calls
SAPT0: W Integrals                  :      0.000u      0.000s      1.352w     20 calls
SAPT0: Elst10                       :      0.000u      0.000s      0.001w     20 calls
SAPT0: Exch10                       :      0.000u      0.000s      0.488w     20 calls
SAPT0: Exch10 S^2                   :      0.000u      0.000s      0.377w     20 calls
SAPT0: Ind20                        :      0.000u      0.000s    175.273w     20 calls
SAPT0: Exch-Ind20                   :      0.000u      0.000s      5.762w     20 calls
SAPT0: Exch-Disp20 N^5              :      0.000u      0.000s     41.828w     20 calls
SAPT0: Exch-Disp20 N^4              :      0.000u      0.000s    139.641w     20 calls

--------------------------------------------------------------------------------------
SAPT: Dimer SCF                     :      0.000u      0.000s    710.443w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      5.342w     40 calls
| JK: (A|mn)                        :      0.000u      0.000s     31.368w     20 calls
| JK: (A|Q)^-1/2                    :      0.000u      0.000s     10.398w     20 calls
| | Libint2ERI::Libint2ERI          :      0.000u      0.000s      0.005w     20 calls
| JK: (Q|mn)                        :      0.000u      0.000s     37.233w     20 calls
| HF: Form core H                   :      0.000u      0.000s      6.414w     20 calls
| HF: Form S/X                      :      0.000u      0.000s      0.296w     20 calls
| HF: Guess                         :      0.000u      0.000s      2.730w     20 calls
| | SAD Guess                       :      0.000u      0.000s      2.698w     20 calls
| HF: Form G                        :      0.000u      0.000s    549.109w    297 calls
| | JK: D                           :      0.000u      0.000s      0.050w    297 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.014w    297 calls
| | JK: JK                          :      0.000u      0.000s    548.962w    297 calls
| | | JK: J                         :      0.000u      0.000s      8.826w    297 calls
| | | | JK: J1                      :      0.000u      0.000s      4.396w    297 calls
| | | | JK: J2                      :      0.000u      0.000s      4.349w    297 calls
| | | JK: K                         :      0.000u      0.000s    532.946w    297 calls
| | | | JK: K1                      :      0.000u      0.000s    483.336w    297 calls
| | | | JK: K2                      :      0.000u      0.000s     49.599w    297 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    297 calls
| HF: Form F                        :      0.000u      0.000s      0.038w    297 calls
| HF: Form D                        :      0.000u      0.000s      0.047w    297 calls
| HF: DIIS                          :      0.000u      0.000s      2.952w    277 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.752w    277 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.851w    277 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.466w    277 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.012w    277 calls
| | | New vector                    :      0.000u      0.000s      0.371w    277 calls
| HF: Form C                        :      0.000u      0.000s      3.217w    277 calls
SAPT: Monomer A SCF                 :      0.000u      0.000s    577.264w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      5.235w     40 calls
| HF: Form core H                   :      0.000u      0.000s      5.903w     20 calls
| HF: Form S/X                      :      0.000u      0.000s      0.278w     20 calls
| HF: Guess                         :      0.000u      0.000s      1.974w     20 calls
| | SAD Guess                       :      0.000u      0.000s      1.946w     20 calls
| HF: Form G                        :      0.000u      0.000s    536.759w    300 calls
| | JK: D                           :      0.000u      0.000s      0.045w    300 calls
| | JK: USO2AO                      :      0.000u      0.000s      0.014w    300 calls
| | JK: JK                          :      0.000u      0.000s    536.618w    300 calls
| | | JK: J                         :      0.000u      0.000s      8.859w    300 calls
| | | | JK: J1                      :      0.000u      0.000s      4.381w    300 calls
| | | | JK: J2                      :      0.000u      0.000s      4.398w    300 calls
| | | JK: K                         :      0.000u      0.000s    521.303w    300 calls
| | | | JK: K1                      :      0.000u      0.000s    477.112w    300 calls
| | | | JK: K2                      :      0.000u      0.000s     44.181w    300 calls
| | JK: AO2USO                      :      0.000u      0.000s      0.000w    300 calls
| HF: Form F                        :      0.000u      0.000s      0.037w    300 calls
| HF: Form D                        :      0.000u      0.000s      0.043w    300 calls
| HF: DIIS                          :      0.000u      0.000s      2.713w    280 calls
| | DIISManager::add_entry          :      0.000u      0.000s      0.504w    280 calls
| | DIISManager::extrapolate        :      0.000u      0.000s      0.870w    280 calls
| | | bMatrix setup                 :      0.000u      0.000s      0.490w    280 calls
| | | bMatrix pseudoinverse         :      0.000u      0.000s      0.012w    280 calls
| | | New vector                    :      0.000u      0.000s      0.367w    280 calls
| HF: Form C                        :      0.000u      0.000s      3.245w    280 calls
SAPT: Monomer B SCF                 :      0.000u      0.000s    348.905w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      5.286w     40 calls
| HF: Form core H                   :      0.000u      0.000s      6.106w     20 calls
| HF: Form S/X                      :      0.000u      0.000s      0.279w     20 calls
| HF: Guess                         :      0.000u      0.000s      1.002w     20 calls
| | SAD Guess                       :      0.000u      0.000s      0.974w     20 calls
| HF: Form G                        :      0.000u      0.000s    311.384w    200 calls
| | JK: D                           :      0.000u      0.000s      0.011w    200 calls
