
Host: G5

Timers On : Mon Jun  3 21:13:00 2024
Timers Off: Mon Jun  3 21:13:20 2024

Wall Time:       19.94 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.038w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.035w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.744w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.081w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.010w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.041w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.717w     20 calls
SAD Guess                           :      0.000u      0.000s      0.697w     20 calls
HF: Form G                          :      0.000u      0.000s      0.058w    272 calls
JK: D                               :      0.000u      0.000s      0.002w    272 calls
JK: USO2AO                          :      0.000u      0.000s      0.004w    272 calls
JK: JK                              :      0.000u      0.000s      0.046w    272 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.045w    272 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    272 calls
DFH: compute_J                      :      0.000u      0.000s      0.012w    272 calls
DFH: compute_K                      :      0.000u      0.000s      0.028w    272 calls
JK: AO2USO                          :      0.000u      0.000s      0.002w    272 calls
HF: Form F                          :      0.000u      0.000s      0.002w    272 calls
HF: Form D                          :      0.000u      0.000s      0.002w    272 calls
HF: DIIS                            :      0.000u      0.000s      1.346w    252 calls
HF: Form C                          :      0.000u      0.000s      0.122w    252 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.038w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.015w     20 calls
DFH: initialize()                   :      0.000u      0.000s      0.744w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.020w     40 calls
| DFH: AO Construction              :      0.000u      0.000s      0.081w     20 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.010w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.041w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.717w     20 calls
| SAD Guess                         :      0.000u      0.000s      0.697w     20 calls
HF: Form G                          :      0.000u      0.000s      0.058w    272 calls
| JK: D                             :      0.000u      0.000s      0.002w    272 calls
| JK: USO2AO                        :      0.000u      0.000s      0.004w    272 calls
| JK: JK                            :      0.000u      0.000s      0.046w    272 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.045w    272 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    272 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.012w    272 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.028w    272 calls
| JK: AO2USO                        :      0.000u      0.000s      0.002w    272 calls
HF: Form F                          :      0.000u      0.000s      0.002w    272 calls
HF: Form D                          :      0.000u      0.000s      0.002w    272 calls
HF: DIIS                            :      0.000u      0.000s      1.346w    252 calls
HF: Form C                          :      0.000u      0.000s      0.122w    252 calls

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 20:44:12 2024
Timers Off: Wed Jun  5 20:44:24 2024

Wall Time:       12.62 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.031w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.676w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.078w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.013w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.095w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.838w     20 calls
SAD Guess                           :      0.000u      0.000s      0.817w     20 calls
HF: Form G                          :      0.000u      0.000s      0.033w    155 calls
JK: D                               :      0.000u      0.000s      0.001w    155 calls
JK: USO2AO                          :      0.000u      0.000s      0.003w    155 calls
JK: JK                              :      0.000u      0.000s      0.026w    155 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.026w    155 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    155 calls
DFH: compute_J                      :      0.000u      0.000s      0.007w    155 calls
DFH: compute_K                      :      0.000u      0.000s      0.016w    155 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w    155 calls
HF: Form F                          :      0.000u      0.000s      0.001w    155 calls
HF: Form D                          :      0.000u      0.000s      0.001w    155 calls
HF: DIIS                            :      0.000u      0.000s      0.664w    135 calls
HF: Form C                          :      0.000u      0.000s      0.061w    135 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.035w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.014w     20 calls
DFH: initialize()                   :      0.000u      0.000s      0.676w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.017w     40 calls
| DFH: AO Construction              :      0.000u      0.000s      0.078w     20 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.013w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.095w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.838w     20 calls
| SAD Guess                         :      0.000u      0.000s      0.817w     20 calls
HF: Form G                          :      0.000u      0.000s      0.033w    155 calls
| JK: D                             :      0.000u      0.000s      0.001w    155 calls
| JK: USO2AO                        :      0.000u      0.000s      0.003w    155 calls
| JK: JK                            :      0.000u      0.000s      0.026w    155 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.026w    155 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    155 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.007w    155 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.016w    155 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    155 calls
HF: Form F                          :      0.000u      0.000s      0.001w    155 calls
HF: Form D                          :      0.000u      0.000s      0.001w    155 calls
HF: DIIS                            :      0.000u      0.000s      0.664w    135 calls
HF: Form C                          :      0.000u      0.000s      0.061w    135 calls

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 20:44:26 2024
Timers Off: Wed Jun  5 20:44:38 2024

Wall Time:       11.61 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.031w     16 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.028w     48 calls
DFH: initialize()                   :      0.000u      0.000s      0.588w     16 calls
DFH: AO Construction                :      0.000u      0.000s      0.065w     16 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.009w     16 calls
HF: Form core H                     :      0.000u      0.000s      0.048w     16 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     16 calls
HF: Guess                           :      0.000u      0.000s      0.616w     16 calls
SAD Guess                           :      0.000u      0.000s      0.600w     16 calls
HF: Form G                          :      0.000u      0.000s      0.060w    334 calls
JK: D                               :      0.000u      0.000s      0.002w    334 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    334 calls
JK: JK                              :      0.000u      0.000s      0.053w    334 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.053w    334 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    334 calls
DFH: compute_J                      :      0.000u      0.000s      0.014w    334 calls
DFH: compute_K                      :      0.000u      0.000s      0.033w    334 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    334 calls
HF: Form F                          :      0.000u      0.000s      0.003w    334 calls
HF: Form D                          :      0.000u      0.000s      0.002w    334 calls
HF: DIIS                            :      0.000u      0.000s      1.532w    318 calls
HF: Form C                          :      0.000u      0.000s      0.145w    318 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.031w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.012w     16 calls
DFH: initialize()                   :      0.000u      0.000s      0.588w     16 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.016w     32 calls
| DFH: AO Construction              :      0.000u      0.000s      0.065w     16 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.009w     16 calls
HF: Form core H                     :      0.000u      0.000s      0.048w     16 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     16 calls
HF: Guess                           :      0.000u      0.000s      0.616w     16 calls
| SAD Guess                         :      0.000u      0.000s      0.600w     16 calls
HF: Form G                          :      0.000u      0.000s      0.060w    334 calls
| JK: D                             :      0.000u      0.000s      0.002w    334 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    334 calls
| JK: JK                            :      0.000u      0.000s      0.053w    334 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.053w    334 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    334 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.014w    334 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.033w    334 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    334 calls
HF: Form F                          :      0.000u      0.000s      0.003w    334 calls
HF: Form D                          :      0.000u      0.000s      0.002w    334 calls
HF: DIIS                            :      0.000u      0.000s      1.532w    318 calls
HF: Form C                          :      0.000u      0.000s      0.145w    318 calls

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 20:44:40 2024
Timers Off: Wed Jun  5 20:44:55 2024

Wall Time:       14.69 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.039w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.034w     60 calls
DFH: initialize()                   :      0.000u      0.000s      0.827w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.088w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.012w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.061w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.827w     20 calls
SAD Guess                           :      0.000u      0.000s      0.804w     20 calls
HF: Form G                          :      0.000u      0.000s      0.075w    348 calls
JK: D                               :      0.000u      0.000s      0.002w    348 calls
JK: USO2AO                          :      0.000u      0.000s      0.006w    348 calls
JK: JK                              :      0.000u      0.000s      0.059w    348 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.058w    348 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    348 calls
DFH: compute_J                      :      0.000u      0.000s      0.015w    348 calls
DFH: compute_K                      :      0.000u      0.000s      0.035w    348 calls
JK: AO2USO                          :      0.000u      0.000s      0.002w    348 calls
HF: Form F                          :      0.000u      0.000s      0.003w    348 calls
HF: Form D                          :      0.000u      0.000s      0.002w    348 calls
HF: DIIS                            :      0.000u      0.000s      1.855w    328 calls
HF: Form C                          :      0.000u      0.000s      0.159w    328 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.039w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.015w     20 calls
DFH: initialize()                   :      0.000u      0.000s      0.827w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.019w     40 calls
| DFH: AO Construction              :      0.000u      0.000s      0.088w     20 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.012w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.061w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     20 calls
HF: Guess                           :      0.000u      0.000s      0.827w     20 calls
| SAD Guess                         :      0.000u      0.000s      0.804w     20 calls
HF: Form G                          :      0.000u      0.000s      0.075w    348 calls
| JK: D                             :      0.000u      0.000s      0.002w    348 calls
| JK: USO2AO                        :      0.000u      0.000s      0.006w    348 calls
| JK: JK                            :      0.000u      0.000s      0.059w    348 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.058w    348 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    348 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.015w    348 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.035w    348 calls
| JK: AO2USO                        :      0.000u      0.000s      0.002w    348 calls
HF: Form F                          :      0.000u      0.000s      0.003w    348 calls
HF: Form D                          :      0.000u      0.000s      0.002w    348 calls
HF: DIIS                            :      0.000u      0.000s      1.855w    328 calls
HF: Form C                          :      0.000u      0.000s      0.159w    328 calls

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 20:46:41 2024
Timers Off: Wed Jun  5 20:46:50 2024

Wall Time:        9.61 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.043w     12 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.039w     36 calls
DFH: initialize()                   :      0.000u      0.000s      0.793w     12 calls
DFH: AO Construction                :      0.000u      0.000s      0.060w     12 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.007w     12 calls
HF: Form core H                     :      0.000u      0.000s      0.108w     12 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     12 calls
HF: Guess                           :      0.000u      0.000s      0.569w     12 calls
SAD Guess                           :      0.000u      0.000s      0.556w     12 calls
HF: Form G                          :      0.000u      0.000s      0.025w    101 calls
JK: D                               :      0.000u      0.000s      0.001w    101 calls
JK: USO2AO                          :      0.000u      0.000s      0.002w    101 calls
JK: JK                              :      0.000u      0.000s      0.019w    101 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.018w    101 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    101 calls
DFH: compute_J                      :      0.000u      0.000s      0.005w    101 calls
DFH: compute_K                      :      0.000u      0.000s      0.011w    101 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w    101 calls
HF: Form F                          :      0.000u      0.000s      0.001w    101 calls
HF: Form D                          :      0.000u      0.000s      0.001w    101 calls
HF: DIIS                            :      0.000u      0.000s      0.459w     89 calls
HF: Form C                          :      0.000u      0.000s      0.043w     89 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.043w     12 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.027w     12 calls
DFH: initialize()                   :      0.000u      0.000s      0.793w     12 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.012w     24 calls
| DFH: AO Construction              :      0.000u      0.000s      0.060w     12 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.007w     12 calls
HF: Form core H                     :      0.000u      0.000s      0.108w     12 calls
HF: Form S/X                        :      0.000u      0.000s      0.003w     12 calls
HF: Guess                           :      0.000u      0.000s      0.569w     12 calls
| SAD Guess                         :      0.000u      0.000s      0.556w     12 calls
HF: Form G                          :      0.000u      0.000s      0.025w    101 calls
| JK: D                             :      0.000u      0.000s      0.001w    101 calls
| JK: USO2AO                        :      0.000u      0.000s      0.002w    101 calls
| JK: JK                            :      0.000u      0.000s      0.019w    101 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.018w    101 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    101 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.005w    101 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.011w    101 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    101 calls
HF: Form F                          :      0.000u      0.000s      0.001w    101 calls
HF: Form D                          :      0.000u      0.000s      0.001w    101 calls
HF: DIIS                            :      0.000u      0.000s      0.459w     89 calls
HF: Form C                          :      0.000u      0.000s      0.043w     89 calls

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 20:46:53 2024
Timers Off: Wed Jun  5 20:47:23 2024

Wall Time:       29.75 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.042w     24 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.037w     72 calls
DFH: initialize()                   :      0.000u      0.000s      1.170w     24 calls
DFH: AO Construction                :      0.000u      0.000s      0.093w     24 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.012w     24 calls
HF: Form core H                     :      0.000u      0.000s      0.086w     24 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w     24 calls
HF: Guess                           :      0.000u      0.000s      0.923w     24 calls
SAD Guess                           :      0.000u      0.000s      0.893w     24 calls
HF: Form G                          :      0.000u      0.000s      0.040w    185 calls
JK: D                               :      0.000u      0.000s      0.001w    185 calls
JK: USO2AO                          :      0.000u      0.000s      0.003w    185 calls
JK: JK                              :      0.000u      0.000s      0.031w    185 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.030w    185 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    185 calls
DFH: compute_J                      :      0.000u      0.000s      0.008w    185 calls
DFH: compute_K                      :      0.000u      0.000s      0.019w    185 calls
JK: AO2USO                          :      0.000u      0.000s      0.001w    185 calls
HF: Form F                          :      0.000u      0.000s      0.001w    185 calls
HF: Form D                          :      0.000u      0.000s      0.001w    185 calls
HF: DIIS                            :      0.000u      0.000s      0.766w    161 calls
HF: Form C                          :      0.000u      0.000s      0.077w    161 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.042w     24 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.016w     24 calls
DFH: initialize()                   :      0.000u      0.000s      1.170w     24 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.021w     48 calls
| DFH: AO Construction              :      0.000u      0.000s      0.093w     24 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.012w     24 calls
HF: Form core H                     :      0.000u      0.000s      0.086w     24 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w     24 calls
HF: Guess                           :      0.000u      0.000s      0.923w     24 calls
| SAD Guess                         :      0.000u      0.000s      0.893w     24 calls
HF: Form G                          :      0.000u      0.000s      0.040w    185 calls
| JK: D                             :      0.000u      0.000s      0.001w    185 calls
| JK: USO2AO                        :      0.000u      0.000s      0.003w    185 calls
| JK: JK                            :      0.000u      0.000s      0.031w    185 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.030w    185 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    185 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.008w    185 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.019w    185 calls
| JK: AO2USO                        :      0.000u      0.000s      0.001w    185 calls
HF: Form F                          :      0.000u      0.000s      0.001w    185 calls
HF: Form D                          :      0.000u      0.000s      0.001w    185 calls
HF: DIIS                            :      0.000u      0.000s      0.766w    161 calls
HF: Form C                          :      0.000u      0.000s      0.077w    161 calls

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 21:49:22 2024
Timers Off: Wed Jun  5 21:49:32 2024

Wall Time:       10.27 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.051w     15 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.047w     45 calls
DFH: initialize()                   :      0.000u      0.000s      0.532w     15 calls
DFH: AO Construction                :      0.000u      0.000s      0.064w     15 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.009w     15 calls
HF: Form core H                     :      0.000u      0.000s      0.330w     15 calls
HF: Form S/X                        :      0.000u      0.000s      0.005w     15 calls
HF: Guess                           :      0.000u      0.000s      0.748w     15 calls
SAD Guess                           :      0.000u      0.000s      0.733w     15 calls
HF: Form G                          :      0.000u      0.000s      0.025w    126 calls
JK: D                               :      0.000u      0.000s      0.001w    126 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    126 calls
JK: JK                              :      0.000u      0.000s      0.021w    126 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.021w    126 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    126 calls
DFH: compute_J                      :      0.000u      0.000s      0.005w    126 calls
DFH: compute_K                      :      0.000u      0.000s      0.013w    126 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    126 calls
HF: Form F                          :      0.000u      0.000s      0.001w    126 calls
HF: Form D                          :      0.000u      0.000s      0.001w    126 calls
HF: DIIS                            :      0.000u      0.000s      0.501w    111 calls
HF: Form C                          :      0.000u      0.000s      0.055w    111 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.051w     15 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.032w     15 calls
DFH: initialize()                   :      0.000u      0.000s      0.532w     15 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.015w     30 calls
| DFH: AO Construction              :      0.000u      0.000s      0.064w     15 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.009w     15 calls
HF: Form core H                     :      0.000u      0.000s      0.330w     15 calls
HF: Form S/X                        :      0.000u      0.000s      0.005w     15 calls
HF: Guess                           :      0.000u      0.000s      0.748w     15 calls
| SAD Guess                         :      0.000u      0.000s      0.733w     15 calls
HF: Form G                          :      0.000u      0.000s      0.025w    126 calls
| JK: D                             :      0.000u      0.000s      0.001w    126 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    126 calls
| JK: JK                            :      0.000u      0.000s      0.021w    126 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.021w    126 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    126 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.005w    126 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.013w    126 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    126 calls
HF: Form F                          :      0.000u      0.000s      0.001w    126 calls
HF: Form D                          :      0.000u      0.000s      0.001w    126 calls
HF: DIIS                            :      0.000u      0.000s      0.501w    111 calls
HF: Form C                          :      0.000u      0.000s      0.055w    111 calls

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 21:50:13 2024
Timers Off: Wed Jun  5 21:50:23 2024

Wall Time:        9.84 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.048w     15 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.045w     45 calls
DFH: initialize()                   :      0.000u      0.000s      0.495w     15 calls
DFH: AO Construction                :      0.000u      0.000s      0.062w     15 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.009w     15 calls
HF: Form core H                     :      0.000u      0.000s      0.041w     15 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w     15 calls
HF: Guess                           :      0.000u      0.000s      0.544w     15 calls
SAD Guess                           :      0.000u      0.000s      0.529w     15 calls
HF: Form G                          :      0.000u      0.000s      0.025w    126 calls
JK: D                               :      0.000u      0.000s      0.001w    126 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    126 calls
JK: JK                              :      0.000u      0.000s      0.022w    126 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.021w    126 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    126 calls
DFH: compute_J                      :      0.000u      0.000s      0.006w    126 calls
DFH: compute_K                      :      0.000u      0.000s      0.013w    126 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    126 calls
HF: Form F                          :      0.000u      0.000s      0.001w    126 calls
HF: Form D                          :      0.000u      0.000s      0.001w    126 calls
HF: DIIS                            :      0.000u      0.000s      0.526w    111 calls
HF: Form C                          :      0.000u      0.000s      0.060w    111 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.048w     15 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.030w     15 calls
DFH: initialize()                   :      0.000u      0.000s      0.495w     15 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.015w     30 calls
| DFH: AO Construction              :      0.000u      0.000s      0.062w     15 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.009w     15 calls
HF: Form core H                     :      0.000u      0.000s      0.041w     15 calls
HF: Form S/X                        :      0.000u      0.000s      0.004w     15 calls
HF: Guess                           :      0.000u      0.000s      0.544w     15 calls
| SAD Guess                         :      0.000u      0.000s      0.529w     15 calls
HF: Form G                          :      0.000u      0.000s      0.025w    126 calls
| JK: D                             :      0.000u      0.000s      0.001w    126 calls
| JK: USO2AO                        :      0.000u      0.000s      0.000w    126 calls
| JK: JK                            :      0.000u      0.000s      0.022w    126 calls
| | DFH: compute_JK()               :      0.000u      0.000s      0.021w    126 calls
| | | DFH: Grabbing AOs             :      0.000u      0.000s      0.000w    126 calls
| | | DFH: compute_J                :      0.000u      0.000s      0.006w    126 calls
| | | DFH: compute_K                :      0.000u      0.000s      0.013w    126 calls
| JK: AO2USO                        :      0.000u      0.000s      0.000w    126 calls
HF: Form F                          :      0.000u      0.000s      0.001w    126 calls
HF: Form D                          :      0.000u      0.000s      0.001w    126 calls
HF: DIIS                            :      0.000u      0.000s      0.526w    111 calls
HF: Form C                          :      0.000u      0.000s      0.060w    111 calls

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 21:51:41 2024
Timers Off: Wed Jun  5 21:51:41 2024

Wall Time:        0.71 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls

--------------------------------------------------------------------------------------

**************************************************************************************

Host: G5

Timers On : Wed Jun  5 21:52:02 2024
Timers Off: Wed Jun  5 21:52:20 2024

Wall Time:       18.10 seconds

                                                       Time (seconds)
Module                                       User      System        Wall        Calls
DFH: sparsity prep                  :      0.000u      0.000s      0.064w     20 calls
Libint2ERI::Libint2ERI              :      0.000u      0.000s      0.059w     60 calls
DFH: initialize()                   :      0.000u      0.000s      1.326w     20 calls
DFH: AO Construction                :      0.000u      0.000s      0.100w     20 calls
DFH: AO-Met. Contraction            :      0.000u      0.000s      0.013w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.267w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.005w     20 calls
HF: Guess                           :      0.000u      0.000s      1.449w     20 calls
SAD Guess                           :      0.000u      0.000s      1.425w     20 calls
HF: Form G                          :      0.000u      0.000s      0.035w    147 calls
JK: D                               :      0.000u      0.000s      0.002w    147 calls
JK: USO2AO                          :      0.000u      0.000s      0.000w    147 calls
JK: JK                              :      0.000u      0.000s      0.029w    147 calls
DFH: compute_JK()                   :      0.000u      0.000s      0.029w    147 calls
DFH: Grabbing AOs                   :      0.000u      0.000s      0.000w    147 calls
DFH: compute_J                      :      0.000u      0.000s      0.008w    147 calls
DFH: compute_K                      :      0.000u      0.000s      0.017w    147 calls
JK: AO2USO                          :      0.000u      0.000s      0.000w    147 calls
HF: Form F                          :      0.000u      0.000s      0.002w    147 calls
HF: Form D                          :      0.000u      0.000s      0.001w    147 calls
HF: DIIS                            :      0.000u      0.000s      0.689w    127 calls
HF: Form C                          :      0.000u      0.000s      0.074w    127 calls

--------------------------------------------------------------------------------------
DFH: sparsity prep                  :      0.000u      0.000s      0.064w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.036w     20 calls
DFH: initialize()                   :      0.000u      0.000s      1.326w     20 calls
| Libint2ERI::Libint2ERI            :      0.000u      0.000s      0.024w     40 calls
| DFH: AO Construction              :      0.000u      0.000s      0.100w     20 calls
| DFH: AO-Met. Contraction          :      0.000u      0.000s      0.013w     20 calls
HF: Form core H                     :      0.000u      0.000s      0.267w     20 calls
HF: Form S/X                        :      0.000u      0.000s      0.005w     20 calls
HF: Guess                           :      0.000u      0.000s      1.449w     20 calls
| SAD Guess                         :      0.000u      0.000s      1.425w     20 calls
